original_id	id_for_infomap
26306729	2061
16010789	2062
86989704	2063
31152881	2064
106831967	2065
229255063	2066
18188365	2067
45879513	2068
41123794	2069
9200242	2070
106319129	2071
5693062	2072
46754894	2073
118713710	2074
14727152	2075
102951314	2076
236882308	2077
75192691	2078
6303832	2079
231858934	2080
16887348	2081
189265359	2082
15231287	2083
262966574	2084
28211629	2085
822647	2086
61481916	2087
84236250	2088
172204281	2089
25164847	2090
14775487	2091
76416892	2092
79754695	2093
14131683	2094
81505840	2095
14664210	2096
15872657	2097
46476708	2098
6609072	2099
2059841	2100
19023804	2101
26388416	2102
153244255	2103
15580925	2104
6572042	2105
68551767	2106
20372179	2107
139808538	2108
27894046	2109
11984762	2110
81367143	2111
121797013	2112
24865454	2113
9850782	2114
21200319	2115
806204	2116
228661575	2117
16457010	2118
237876854	2119
28391808	2120
16526591	2121
139757503	2122
94797309	2123
63230620	2124
52725693	2125
38327069	2126
60100870	2127
106824606	2128
16296026	2129
249964144	2130
153559103	2131
38359820	2132
23932737	2133
16235927	2134
158630760	2135
14758406	2136
14641606	2137
42909484	2138
52114630	2139
18787972	2140
22876951	2141
121271356	2142
78570188	2143
