0	3350
1	1121
2	776
3	649
4	503
5	432
6	377
7	317
8	288
9	251
10	227
11	226
12	187
13	206
14	172
15	157
16	157
17	121
18	118
19	123
20	116
21	105
22	96
23	103
24	92
25	93
26	79
27	101
28	91
29	84
30	71
31	69
32	54
33	73
34	64
35	58
36	63
37	46
38	61
39	51
40	51
41	56
42	47
43	51
44	48
45	45
46	52
47	29
48	52
49	45
50	36
51	32
52	35
53	35
54	26
55	38
56	42
57	47
58	37
59	33
60	21
61	38
62	27
63	32
64	30
65	44
66	23
67	24
68	39
69	22
70	26
71	22
72	25
73	26
74	15
75	26
76	17
77	20
78	23
79	19
80	19
81	23
82	26
83	14
84	22
85	18
86	14
87	18
88	27
89	11
90	18
91	24
92	18
93	23
94	18
95	17
96	11
97	14
98	13
99	16
100	19
101	10
102	21
103	12
104	12
105	13
106	12
107	16
108	11
109	15
110	10
111	11
112	8
113	10
114	9
115	12
116	10
117	18
118	8
119	13
120	12
121	7
122	10
123	7
124	9
125	9
126	10
127	11
128	8
129	4
130	9
131	15
132	11
133	8
134	9
135	6
136	8
137	9
138	5
139	8
140	9
141	15
142	11
143	11
144	9
145	6
146	4
147	4
148	7
149	5
150	11
151	10
152	8
153	8
154	6
155	7
156	12
157	4
158	9
159	4
160	4
161	4
162	8
163	4
164	7
165	6
166	9
167	3
168	11
169	3
170	7
171	5
172	8
173	10
174	11
175	6
176	7
177	9
178	7
179	7
180	3
181	5
182	8
183	8
184	2
185	3
186	5
187	6
188	3
189	3
190	4
191	4
193	9
194	9
195	5
196	3
197	6
198	12
199	9
200	6
201	4
202	4
203	3
204	9
205	4
206	6
207	4
208	4
209	5
210	5
211	11
212	4
213	4
214	1
215	8
216	9
217	4
218	3
219	4
220	1
221	7
222	4
223	7
224	3
225	3
226	3
227	3
228	3
229	4
230	3
231	2
232	3
233	4
234	4
235	7
236	5
237	7
238	4
239	3
240	3
241	3
242	3
243	3
244	8
245	3
246	2
247	6
248	5
249	1
250	1
251	4
252	3
253	4
254	1
255	3
256	3
257	1
258	1
259	3
260	2
262	2
263	2
264	2
265	4
266	3
267	3
268	6
269	3
270	3
271	5
272	2
273	3
274	3
275	3
276	3
277	3
278	3
279	1
280	1
281	4
282	2
283	2
284	3
285	1
286	2
287	3
288	2
289	1
290	2
291	2
292	3
293	4
294	2
295	1
296	3
297	5
298	3
299	1
301	1
302	2
303	2
304	3
305	2
306	3
307	5
308	3
309	7
310	3
311	1
312	2
313	7
314	1
315	4
316	1
317	1
318	2
319	2
320	1
321	2
322	1
323	3
324	1
325	3
326	7
327	1
328	1
329	3
330	4
331	4
332	3
333	4
334	4
337	4
338	1
339	4
340	1
342	2
343	1
345	2
346	1
347	1
348	2
349	2
350	1
351	2
352	1
353	2
354	1
355	1
357	1
358	3
360	2
361	2
362	5
364	4
365	2
366	1
367	1
368	3
370	3
372	2
373	4
374	2
375	4
376	2
377	2
378	3
379	1
381	1
382	1
383	1
385	5
386	2
387	3
388	2
389	1
390	4
392	2
394	1
395	1
396	2
397	1
398	1
399	1
400	1
401	1
404	2
405	2
407	6
409	3
411	2
412	1
413	2
415	7
416	2
417	2
418	1
419	1
420	4
421	1
423	3
424	1
428	4
430	2
431	1
432	2
433	1
438	2
440	2
441	2
442	4
443	2
444	1
449	2
450	2
451	2
452	2
453	1
454	1
455	4
456	2
458	2
459	1
460	1
461	1
462	1
463	1
464	2
465	1
469	1
470	1
474	1
477	2
478	3
479	2
480	1
481	1
482	2
484	3
487	1
488	1
489	1
491	3
492	2
495	3
497	2
500	1
503	1
504	1
506	1
509	1
510	1
512	1
515	1
517	2
518	1
521	4
523	1
525	2
528	1
529	1
531	1
533	1
535	1
536	1
537	3
538	1
539	1
540	1
543	3
546	1
547	2
548	2
551	1
552	2
553	1
554	1
556	1
557	1
559	1
560	1
561	2
562	3
563	1
564	1
567	1
568	2
575	1
576	1
577	1
579	1
580	1
581	2
583	2
584	1
590	1
591	1
592	1
594	1
599	1
600	1
601	1
602	1
605	1
612	2
613	1
614	1
619	1
620	2
621	1
622	4
630	1
631	3
634	1
635	2
636	1
637	1
638	1
639	1
641	2
642	3
645	1
646	1
648	2
649	1
650	2
651	1
652	1
653	2
661	1
662	1
663	1
664	4
665	1
666	2
667	1
671	3
675	1
678	2
681	2
684	2
685	1
686	1
688	1
690	1
696	1
697	1
699	1
700	1
702	2
703	1
706	1
713	1
717	2
718	2
719	1
722	1
724	1
726	2
728	1
729	1
733	3
737	2
738	1
739	2
742	2
743	1
744	1
745	3
751	1
753	1
754	1
755	1
759	1
763	1
771	1
776	1
777	1
778	1
790	1
792	2
793	1
794	1
796	1
801	2
806	1
812	1
813	2
814	1
816	1
819	1
822	2
824	2
830	1
831	1
833	1
834	1
836	2
837	1
838	1
841	1
852	1
855	2
861	1
866	1
872	1
875	1
877	1
880	1
902	1
908	1
910	1
916	1
918	1
922	1
923	2
924	2
929	1
937	1
938	1
940	1
942	1
949	1
954	2
955	2
956	1
960	1
961	1
962	2
965	1
966	1
969	1
980	1
983	1
987	1
1018	1
1020	1
1021	2
1022	1
1023	1
1026	1
1042	1
1047	1
1050	1
1051	1
1056	1
1057	1
1058	2
1060	1
1062	1
1072	1
1074	1
1078	1
1083	1
1084	1
1085	1
1090	1
1103	1
1105	1
1106	1
1108	1
1112	1
1113	1
1116	2
1118	1
1122	1
1123	1
1128	1
1144	1
1145	1
1146	1
1147	1
1150	1
1151	1
1165	1
1190	1
1193	1
1197	1
1202	1
1216	1
1230	2
1231	1
1242	1
1247	1
1249	1
1255	1
1282	1
1286	2
1292	1
1293	1
1313	1
1315	1
1320	1
1336	1
1340	1
1345	1
1365	1
1366	1
1367	1
1372	1
1373	1
1384	1
1387	1
1389	1
1392	1
1400	2
1409	1
1414	1
1425	1
1427	1
1437	1
1449	1
1452	1
1460	1
1466	1
1468	1
1477	1
1480	1
1484	1
1497	1
1509	1
1523	1
1550	1
1557	1
1559	1
1562	1
1563	1
1583	1
1599	1
1624	1
1641	1
1673	1
1680	1
1696	1
1700	1
1711	2
1742	1
1745	1
1760	1
1767	1
1798	1
1824	1
1849	1
1851	1
1855	1
1954	1
1958	1
1961	1
1969	1
1998	1
2033	1
2041	1
2057	1
2068	1
2071	1
2099	1
2111	1
2136	1
2162	1
2190	1
2211	1
2216	1
2223	1
2270	1
2304	1
2332	1
2342	1
2354	1
2357	1
2457	1
2487	1
2508	1
2538	1
2566	1
2571	1
2601	1
2644	1
2685	1
2754	1
2880	1
2913	1
2997	1
3004	1
3069	1
3082	1
3192	1
3238	1
3251	1
3255	1
3328	1
3364	1
3379	1
3457	1
3490	1
3534	1
3558	1
3630	1
3631	1
3702	1
3763	1
3820	1
3944	1
4007	1
4009	1
4100	1
4218	1
4320	1
4458	1
4741	1
4842	1
4884	1
5044	1
5157	1
5237	1
5337	1
5415	1
5556	1
5828	1
6362	1
6650	1
6816	1
6953	1
7439	1
7695	1
8110	1
8506	1
8654	1
9415	1
9571	1
10931	1
11962	1
12701	1
15378	1
