0	2946
1	1039
2	747
3	613
4	500
5	413
6	375
7	339
8	280
9	255
10	260
11	214
12	203
13	211
14	172
15	138
16	160
17	160
18	118
19	115
20	119
21	121
22	104
23	99
24	101
25	93
26	89
27	88
28	100
29	90
30	65
31	69
32	72
33	81
34	58
35	73
36	61
37	54
38	54
39	62
40	57
41	47
42	65
43	53
44	48
45	44
46	40
47	40
48	40
49	41
50	33
51	51
52	44
53	43
54	38
55	40
56	33
57	38
58	29
59	48
60	32
61	32
62	35
63	28
64	34
65	32
66	33
67	27
68	22
69	36
70	23
71	33
72	32
73	31
74	29
75	23
76	26
77	21
78	17
79	36
80	22
81	20
82	26
83	20
84	20
85	25
86	18
87	17
88	17
89	15
90	15
91	19
92	22
93	19
94	20
95	24
96	20
97	14
98	24
99	24
100	20
101	19
102	20
103	15
104	17
105	16
106	10
107	9
108	19
109	11
110	20
111	12
112	13
113	16
114	13
115	10
116	9
117	12
118	11
119	13
120	8
121	7
122	12
123	9
124	9
125	11
126	10
127	17
128	11
129	8
130	6
131	13
132	6
133	7
134	6
135	10
136	6
137	10
138	11
139	11
140	11
141	6
142	7
143	12
144	9
145	10
146	11
147	8
148	8
149	7
150	7
151	7
152	12
153	7
154	9
155	7
156	11
157	9
158	9
159	9
160	6
161	6
162	9
163	6
164	9
165	10
166	10
167	7
168	7
169	10
170	11
171	7
172	10
173	5
174	3
175	4
176	2
177	8
178	7
179	8
180	8
181	4
182	8
183	4
184	7
185	5
186	8
187	7
188	4
189	5
190	7
191	3
192	1
193	5
194	7
195	6
196	4
197	11
198	4
199	5
200	3
201	5
202	8
203	8
204	11
205	3
206	9
207	1
208	5
209	7
210	9
211	5
212	1
213	7
214	3
215	3
216	6
217	6
218	8
219	5
220	3
221	5
222	3
223	7
224	3
225	4
226	7
227	7
228	6
229	1
230	6
231	3
232	7
233	5
234	5
235	2
236	6
237	6
238	6
239	7
240	4
241	3
242	8
243	4
245	2
246	4
247	5
248	4
249	4
250	6
251	4
252	3
253	3
254	4
255	4
256	5
257	1
258	5
259	1
260	4
261	1
262	4
263	4
264	3
265	5
266	3
267	3
268	1
269	6
270	1
271	7
272	4
273	4
274	2
275	2
276	4
277	6
278	2
279	3
280	4
281	5
282	5
283	5
284	4
285	4
286	1
287	6
288	4
289	2
290	3
291	2
292	1
293	2
294	1
295	4
297	2
298	2
299	4
300	5
301	2
302	2
303	1
304	1
305	4
306	2
307	4
308	4
309	2
310	3
311	4
313	2
314	2
315	1
316	1
317	3
318	1
319	1
320	1
321	3
322	2
323	3
324	3
325	4
326	5
327	1
328	5
329	2
330	4
331	2
332	2
333	4
334	4
335	2
336	1
338	7
339	3
340	3
341	3
343	1
344	5
345	2
346	3
347	2
348	4
349	1
350	2
351	3
352	1
353	2
354	4
355	4
356	5
357	3
358	1
359	4
360	1
361	1
363	4
364	1
365	1
366	2
367	3
368	2
369	1
370	1
371	2
372	2
373	2
374	5
376	2
377	1
378	2
381	3
382	3
383	3
384	2
385	3
386	4
387	2
388	4
392	2
393	2
394	4
396	2
397	2
398	1
399	1
400	1
402	2
403	1
405	2
406	2
407	2
408	1
409	3
411	4
412	2
413	4
414	1
415	1
416	2
417	3
419	1
420	2
425	1
426	2
428	1
429	2
430	1
431	2
432	5
433	3
434	4
436	1
437	2
438	2
440	1
441	1
443	1
444	1
445	1
448	2
449	3
450	2
451	2
453	2
454	1
455	1
456	2
457	2
459	2
461	1
462	1
463	2
464	2
465	2
466	1
467	1
468	1
469	1
470	2
471	4
473	3
474	1
475	1
476	1
477	2
478	1
481	1
482	2
483	1
484	1
485	1
486	2
488	1
489	1
492	2
493	2
494	1
495	1
496	1
499	1
501	1
506	1
507	1
509	2
510	1
511	2
513	2
514	1
515	1
516	3
518	1
519	1
520	1
522	2
523	2
525	1
530	2
533	1
535	1
536	1
537	1
539	1
540	2
543	3
544	1
545	1
546	1
547	2
551	1
552	2
553	1
554	1
555	1
557	1
558	1
560	1
561	1
566	1
567	1
568	4
569	2
571	2
572	1
573	2
574	1
575	4
576	1
577	1
579	1
583	1
584	2
585	3
587	3
588	2
590	1
591	3
592	1
594	1
595	3
599	1
600	1
601	2
602	2
603	1
605	1
607	2
608	2
609	1
610	3
611	1
614	3
616	1
618	1
619	1
621	1
623	1
625	1
628	1
629	1
635	1
637	1
639	1
642	2
644	1
645	1
646	1
649	1
650	2
651	2
652	2
653	1
654	1
657	3
658	1
660	3
662	1
663	3
664	1
665	2
669	2
670	1
677	1
681	1
682	1
689	3
692	1
695	1
697	1
699	1
700	2
702	2
703	2
704	1
705	1
706	1
707	1
712	1
714	1
715	1
725	1
729	1
732	1
733	1
735	1
736	1
738	1
739	2
742	1
744	3
745	2
747	1
749	1
750	1
752	1
754	1
756	1
757	2
760	2
761	1
762	1
764	1
765	1
769	1
