1	49
2	49
3	57
4	67
5	84
6	92
7	84
8	70
9	89
10	90
11	83
12	85
13	85
14	84
15	83
16	80
17	81
18	69
19	75
20	67
21	63
22	86
23	73
24	80
25	82
26	64
27	72
28	59
29	73
30	53
31	69
32	63
33	71
34	52
35	66
36	68
37	63
38	69
39	65
40	56
41	50
42	61
43	63
44	43
45	39
46	49
47	58
48	54
49	37
50	47
51	54
52	50
53	51
54	40
55	37
56	40
57	52
58	36
59	44
60	42
61	36
62	44
63	32
64	36
65	38
66	29
67	32
68	36
69	50
70	34
71	33
72	30
73	26
74	24
75	25
76	33
77	23
78	31
79	28
80	23
81	27
82	18
83	25
84	22
85	19
86	30
87	27
88	18
89	22
90	23
91	22
92	26
93	23
94	15
95	23
96	31
97	14
98	27
99	19
100	19
101	20
102	27
103	21
104	19
105	19
106	17
107	12
108	25
109	15
110	18
111	18
112	19
113	13
114	15
115	11
116	20
117	11
118	17
119	22
120	17
121	16
122	19
123	5
124	9
125	13
126	12
127	16
128	8
129	15
130	15
131	17
132	17
133	12
134	11
135	7
136	18
137	8
138	8
139	10
140	10
141	12
142	7
143	9
144	19
145	13
146	12
147	13
148	10
149	13
150	9
151	11
152	8
153	7
154	9
155	14
156	13
157	4
158	6
159	10
160	7
161	9
162	11
163	4
164	14
165	6
166	8
167	9
168	6
169	9
170	10
171	9
172	6
173	4
174	14
175	2
176	7
177	12
178	10
179	7
180	11
181	7
182	6
183	9
184	10
185	6
186	7
187	5
188	8
189	4
190	5
191	11
192	5
193	9
194	8
195	4
196	2
197	2
198	6
199	6
200	10
201	8
202	7
203	9
204	4
205	3
206	11
207	9
208	5
209	4
210	2
211	6
212	5
213	6
214	3
215	7
216	5
217	5
218	8
219	6
220	1
221	5
222	2
223	6
224	8
225	6
226	4
227	3
228	2
229	6
230	6
231	3
232	3
233	2
234	5
235	4
236	6
237	4
238	2
239	1
240	5
241	4
242	5
243	1
244	6
245	6
246	3
247	3
248	5
249	5
250	3
252	3
253	2
254	2
255	4
256	5
257	6
258	3
259	4
260	3
261	5
262	5
263	5
264	2
265	6
266	8
267	7
268	2
269	4
270	4
271	2
272	3
273	3
274	3
275	5
276	2
277	2
278	4
279	2
280	2
281	4
282	2
283	4
284	7
286	6
287	5
288	3
289	3
290	1
291	3
293	3
294	2
296	6
297	3
298	3
299	1
300	3
301	3
302	1
303	1
304	2
306	2
307	2
308	5
309	1
311	1
312	2
313	5
314	4
315	4
316	3
317	3
319	1
320	3
321	3
322	2
323	2
324	2
325	2
326	2
327	2
328	2
329	2
330	1
331	1
332	2
333	2
334	1
335	3
336	1
337	1
338	1
339	1
340	1
341	5
342	1
343	4
344	1
345	1
346	2
347	2
349	2
351	2
354	1
355	4
356	3
357	2
358	2
359	1
360	2
361	1
362	2
363	2
364	1
365	2
366	6
367	1
368	2
371	1
372	2
373	1
374	1
375	1
376	1
377	2
378	2
379	2
380	1
381	1
382	1
383	2
384	2
385	4
386	2
389	1
390	3
391	1
392	2
394	1
395	1
396	1
397	2
400	4
401	2
402	5
403	3
405	1
406	1
407	2
408	1
409	1
410	1
411	2
413	2
414	1
415	2
416	3
418	1
420	1
421	3
422	2
423	1
424	1
425	3
426	1
428	2
429	2
431	1
432	1
433	3
434	4
435	2
438	3
439	1
440	1
441	3
442	1
443	1
444	1
446	1
447	1
449	2
452	1
453	1
454	1
456	2
458	3
459	1
460	1
461	2
462	1
463	1
464	1
465	3
467	1
468	1
470	1
471	1
472	1
473	1
475	1
476	2
477	2
481	1
482	1
483	2
484	1
486	1
488	1
489	3
490	1
491	3
492	1
494	2
495	2
500	1
501	2
507	2
512	1
513	2
514	2
515	1
517	1
522	1
524	2
526	1
528	1
530	1
533	1
535	3
536	1
537	1
538	1
539	1
540	1
541	2
542	1
543	1
546	1
548	1
551	1
552	1
558	1
561	1
567	2
568	2
573	1
574	1
578	1
579	2
582	1
583	1
585	1
586	2
590	2
594	1
595	1
596	1
601	1
602	1
604	1
605	1
617	1
620	1
622	2
628	1
637	1
638	1
644	1
645	1
646	1
647	1
659	1
662	1
666	1
667	1
671	1
677	1
683	1
685	1
686	2
691	2
692	1
693	1
715	2
720	1
734	1
744	1
745	1
749	1
751	1
769	1
771	1
773	1
779	1
786	1
810	1
815	1
839	1
842	1
843	1
845	1
854	1
861	1
866	1
872	1
875	1
893	1
925	1
927	1
928	1
934	1
935	1
953	1
964	1
968	1
1008	1
1013	1
1022	1
1039	1
1046	1
1052	1
1055	1
1072	1
1075	1
1088	1
1099	1
1109	1
1121	1
1128	1
1134	1
1135	1
1164	1
1260	1
1270	1
1272	1
1281	1
1286	1
1299	1
1351	1
1367	1
1370	1
1385	1
1444	1
1523	1
1533	1
1589	1
1592	1
1607	1
1620	1
1657	1
1661	1
1776	1
1799	1
1802	1
2304	1
2324	1
2334	1
2356	1
2376	1
3293	1
3476	1
3560	1
